rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,max_rainfall_intensity,antecedent_rainfall_index,temperature,humidity,wind_speed,elevation,slope,aspect,plan_curvature,profile_curvature,soil_moisture,vegetation_density,soil_type_code,land_cover_code,geology_strength,previous_landslides,landslide,true_probability
1.08,3.02,5.88,8.38,12.82,30.42,39.19,1.49,21.89,9.0,50.9,15.3,1645.1,2.24,308.2,-0.014,0.0476,0.483,0.563,0,1,2,0,0,0.0268
15.48,42.78,77.58,106.97,149.77,269.92,486.14,18.13,241.43,19.8,95.4,10.8,154.6,22.68,325.0,0.0395,-0.0037,0.95,0.441,3,4,2,0,1,1.0
16.69,28.16,38.47,51.74,69.04,168.46,186.59,24.19,112.93,28.5,95.5,11.6,3531.8,9.94,179.8,-0.0464,0.0346,0.881,0.493,2,3,1,0,1,0.9997
0.29,0.64,0.89,1.5,1.8,4.45,7.21,0.4,3.54,22.7,63.5,7.3,97.4,11.25,160.9,-0.0665,0.0015,0.377,0.623,0,1,4,0,0,0.0056
36.29,58.93,117.12,162.23,195.17,354.67,529.18,42.37,289.27,17.2,91.2,10.6,2970.4,16.23,274.0,0.0114,0.014,0.95,0.722,2,1,2,1,1,1.0
0.57,0.95,1.96,2.34,2.75,6.28,10.49,0.71,5.15,23.7,69.0,17.4,4076.6,8.89,254.9,-0.0732,-0.0044,0.364,0.507,6,3,3,2,0,0.019
0.71,1.72,2.93,3.62,5.47,11.34,17.46,1.05,9.12,18.8,88.8,30.5,1866.3,5.38,118.3,0.0153,0.0112,0.443,0.555,2,2,2,1,0,0.0199
1.64,4.32,9.45,15.02,16.79,24.57,44.5,2.13,23.14,13.9,46.5,13.6,1025.1,17.16,36.9,-0.017,0.05,0.439,0.819,8,3,3,2,0,0.1106
0.69,1.58,2.36,4.23,6.7,11.55,14.77,0.95,8.93,31.0,56.3,5.9,2975.2,28.23,95.3,0.0247,-0.0633,0.274,0.627,2,0,2,0,0,0.0632
39.52,65.06,125.67,197.98,276.26,588.88,790.96,58.43,441.65,25.3,92.0,25.0,3441.1,21.52,47.2,-0.0692,-0.0746,0.95,0.874,7,4,3,0,1,1.0
5.18,13.34,24.95,28.93,33.46,46.97,76.1,7.2,42.48,25.8,52.8,2.7,2317.7,33.61,106.1,0.0649,0.0213,0.509,0.719,1,1,4,0,0,0.7015
1.1,2.9,5.64,8.26,12.44,20.14,26.43,1.13,16.0,22.7,63.6,7.5,4063.2,5.86,94.3,-0.0092,0.072,0.412,0.351,1,3,2,0,0,0.036
0.7,1.55,2.5,3.82,5.88,9.57,18.66,0.78,9.12,35.8,72.7,11.7,264.4,15.1,229.6,0.0382,0.0846,0.417,0.543,3,0,4,0,0,0.0151
2.15,4.39,6.34,9.51,12.22,21.27,39.86,2.45,19.56,24.5,63.0,4.6,2144.9,19.37,343.6,0.048,-0.0612,0.451,0.706,8,1,2,2,0,0.1939
42.67,86.64,139.04,168.75,216.27,259.61,463.2,53.94,256.4,8.4,83.1,3.0,3031.6,11.26,246.9,-0.0579,-0.0201,0.95,0.73,4,3,4,0,1,1.0
3.49,8.22,11.43,17.9,27.27,43.44,77.18,4.12,39.7,19.1,50.9,13.1,3630.0,19.83,333.6,0.0441,-0.074,0.408,0.537,2,1,3,3,1,0.625
2.51,6.74,8.84,9.84,13.21,19.45,32.72,3.28,17.67,21.1,43.1,11.5,793.9,32.65,282.3,-0.0713,-0.0275,0.291,0.814,0,5,2,0,0,0.147
0.71,1.9,3.58,5.83,7.91,19.16,33.74,1.04,15.99,20.5,37.9,11.7,3370.0,24.89,262.0,-0.0685,0.0561,0.344,0.673,2,3,4,2,0,0.067
0.31,0.78,1.7,2.19,3.38,7.73,8.74,0.42,5.3,22.4,78.6,9.2,2343.7,35.1,149.1,0.0982,-0.0006,0.321,0.646,0,5,3,0,0,0.0569
1.54,3.02,5.64,10.01,11.66,21.97,35.65,1.55,18.49,14.2,88.9,27.7,1695.7,22.19,116.9,0.0556,-0.0187,0.526,0.452,1,1,4,2,0,0.178
5.29,10.7,14.28,19.49,30.06,39.63,52.95,7.79,33.67,20.6,94.4,29.7,596.6,17.93,304.7,0.1037,0.0273,0.557,0.601,1,0,3,1,0,0.4609
0.07,0.18,0.31,0.36,0.56,1.35,1.61,0.08,0.93,16.0,78.2,19.3,3641.0,40.28,325.9,-0.0185,-0.0398,0.393,0.422,2,2,3,0,0,0.2136
6.57,15.76,28.43,50.99,56.43,96.43,190.42,7.72,91.47,13.5,69.8,15.2,702.7,20.27,162.7,0.0051,0.0796,0.828,0.777,4,1,2,0,1,0.9966
0.73,1.97,3.82,5.9,8.5,18.7,36.49,0.76,16.77,28.4,34.7,10.6,1335.6,44.86,3.3,0.0264,0.0004,0.365,0.448,0,2,5,0,0,0.2435
2.46,6.23,12.3,18.38,22.82,34.08,65.28,2.68,32.83,8.7,65.7,14.4,1253.7,30.47,285.3,-0.0006,-0.0201,0.508,0.754,1,3,1,0,1,0.7742
0.92,2.55,3.56,4.8,6.63,13.39,22.52,1.35,11.3,6.6,70.1,18.7,3666.4,12.78,102.6,-0.0373,0.0293,0.446,0.809,1,3,4,2,0,0.0197
1.11,1.98,3.02,4.28,6.1,10.8,11.91,1.44,7.81,11.6,46.6,32.1,2841.7,16.94,3.6,-0.0448,0.047,0.287,0.655,1,0,3,1,0,0.0222
1.15,3.11,5.42,7.65,10.65,19.8,27.08,1.29,15.45,16.1,49.4,6.4,3356.2,40.09,289.8,0.0107,0.0798,0.339,0.456,2,4,3,1,0,0.4293
6.23,17.23,20.76,26.76,38.52,56.35,62.88,6.81,43.29,29.9,83.3,41.0,1089.4,33.62,186.3,-0.0533,-0.0105,0.488,0.849,1,2,2,0,1,0.8379
1.49,3.99,5.58,7.48,10.32,24.09,33.65,2.13,18.05,20.0,71.4,10.2,2643.2,28.0,246.7,-0.0547,0.0543,0.391,0.515,7,2,2,0,0,0.246
0.53,0.89,1.91,3.36,4.94,10.36,14.16,0.56,7.86,21.2,63.4,18.1,2422.7,26.4,329.3,0.0197,0.0051,0.368,0.384,2,1,1,2,0,0.3816
1.48,4.02,6.27,7.64,10.46,18.12,29.26,1.73,15.51,13.6,22.5,16.7,3506.2,8.37,194.8,-0.0048,-0.0306,0.378,0.878,0,2,5,0,0,0.0063
0.14,0.35,0.69,0.99,1.19,2.0,2.45,0.17,1.53,22.5,40.8,11.0,3810.3,9.62,181.1,0.0469,-0.0388,0.283,0.316,2,3,1,0,0,0.0209
25.98,51.19,85.6,148.37,177.98,226.84,315.58,26.95,197.9,27.2,78.9,25.6,100.5,21.6,104.6,-0.0212,-0.0548,0.95,0.605,0,4,2,1,1,1.0
0.29,0.6,1.32,2.16,3.07,5.27,10.05,0.35,4.91,10.2,30.7,9.6,2847.2,11.4,109.9,-0.0291,-0.0371,0.304,0.495,1,1,2,0,0,0.0157
4.68,7.42,15.59,28.03,37.96,56.76,74.25,6.52,46.04,20.6,81.7,14.5,265.1,16.3,286.8,0.0212,0.0558,0.529,0.526,1,3,4,2,0,0.6039
0.25,0.51,0.76,1.25,1.59,3.66,5.65,0.35,2.88,20.9,92.5,13.9,2327.8,15.65,161.7,-0.0406,0.0353,0.485,0.914,0,1,3,2,0,0.0156
3.86,7.02,14.07,15.78,21.84,34.63,41.79,4.22,26.75,24.8,88.2,7.2,1243.7,25.7,58.9,-0.0329,-0.0621,0.484,0.244,3,4,1,2,1,0.9443
14.2,34.57,60.57,75.44,120.22,235.23,418.07,19.58,205.4,5.9,88.9,18.8,1323.1,22.06,34.0,-0.0309,-0.0873,0.95,0.835,4,3,3,1,1,1.0
6.34,14.17,21.34,37.38,52.89,108.04,126.67,7.21,77.19,13.6,72.8,9.7,1514.8,32.26,170.3,-0.0105,-0.0556,0.607,0.858,2,4,2,2,1,0.9948
0.58,1.57,2.69,4.75,6.88,13.72,17.17,0.79,10.13,15.4,26.0,8.0,2628.4,22.29,167.4,0.0886,-0.0388,0.285,0.436,3,2,1,2,0,0.1979
0.08,0.19,0.28,0.42,0.61,1.22,2.42,0.11,1.12,23.1,49.7,2.0,1436.3,21.38,235.2,-0.0688,-0.0152,0.321,0.571,2,0,3,0,0,0.0148
0.47,1.19,1.64,2.32,3.36,7.47,10.21,0.67,5.6,24.7,68.3,6.2,3090.7,18.99,169.6,0.0648,0.0586,0.326,0.477,0,2,2,0,0,0.0353
1.47,3.75,6.25,9.61,11.51,20.43,22.67,2.19,14.8,9.0,52.4,19.8,1728.8,34.85,51.7,0.0369,-0.0274,0.341,0.746,2,1,2,0,1,0.1825
2.14,3.4,5.53,9.56,11.15,15.63,20.54,2.25,12.94,6.4,88.9,15.8,333.7,19.11,182.8,0.0783,0.084,0.42,0.876,2,1,1,1,0,0.0925
11.7,30.02,45.48,64.91,96.72,178.27,265.21,13.19,144.72,28.3,84.5,18.0,3302.6,12.55,326.4,0.1568,-0.084,0.95,0.63,0,0,2,1,1,1.0
22.63,38.77,70.52,109.18,133.23,162.37,247.37,29.65,149.06,13.8,76.7,11.6,1235.9,27.08,57.4,0.0716,-0.0174,0.849,0.263,3,4,4,0,1,1.0
0.61,1.1,1.46,1.84,2.03,4.36,6.39,0.78,3.4,30.3,37.6,6.2,1846.0,17.83,248.3,0.0463,0.0393,0.226,0.511,3,0,4,2,0,0.0172
0.27,0.58,1.26,1.87,2.33,3.09,3.78,0.38,2.53,22.0,60.4,22.6,2894.6,30.27,213.8,-0.0656,0.0424,0.394,0.89,5,5,1,2,0,0.1275
0.23,0.48,0.67,0.81,1.07,1.68,2.13,0.24,1.33,17.0,39.1,11.1,1429.7,36.8,269.5,-0.0593,-0.0168,0.321,0.63,0,0,3,0,0,0.0523
2.56,7.01,12.7,14.12,17.43,28.91,49.16,3.18,25.62,24.0,64.0,17.4,284.8,16.96,54.2,0.018,0.0501,0.42,0.963,0,7,1,4,0,0.3604
0.4,0.84,1.35,2.03,2.33,5.37,10.62,0.48,4.81,26.3,59.1,21.9,1601.8,36.12,339.0,-0.0849,0.0406,0.381,0.926,0,7,3,0,1,0.0386
0.37,0.76,0.92,1.47,1.8,3.95,7.01,0.39,3.37,16.3,71.4,12.5,3969.5,30.68,223.5,0.0308,-0.0341,0.362,0.55,6,1,4,0,0,0.0292
3.22,8.26,11.66,14.73,16.79,39.04,70.02,4.42,33.14,14.2,68.2,10.9,2713.2,13.86,304.9,-0.1067,0.0157,0.455,0.684,4,7,2,0,0,0.1833
0.68,1.28,2.24,2.78,3.81,9.48,14.16,0.84,7.24,18.5,38.1,18.5,2836.6,11.53,88.8,0.0576,0.0352,0.249,0.358,4,5,2,1,0,0.0317
6.96,17.66,27.36,43.19,62.31,120.75,171.78,7.19,94.94,26.6,66.6,13.6,2674.0,10.97,266.2,-0.0161,-0.0305,0.698,0.421,2,0,5,0,1,0.9491
0.47,0.86,1.74,2.67,3.89,5.4,9.83,0.47,5.17,15.8,56.3,14.4,875.8,9.48,281.2,0.0063,0.0847,0.312,0.562,2,6,1,0,0,0.0188
5.09,10.32,19.32,32.37,48.39,89.36,154.07,5.15,77.79,16.1,89.7,18.1,1786.1,34.3,143.1,-0.0374,-0.0418,0.802,0.506,1,0,1,1,1,1.0
7.09,19.05,25.84,33.31,37.5,86.5,130.05,8.48,67.26,14.2,95.1,24.8,3166.4,17.09,138.2,-0.0949,0.0072,0.673,0.471,4,0,4,0,1,0.8634
0.32,0.68,1.45,2.3,3.39,5.38,9.59,0.47,4.93,11.6,55.5,10.1,470.7,43.28,236.8,0.0617,-0.0625,0.303,0.739,4,2,4,1,0,0.0713
2.48,6.73,9.7,11.96,17.62,34.34,39.99,2.8,24.75,20.5,72.5,31.7,1203.1,12.9,33.6,0.0668,0.0052,0.459,0.62,2,0,2,2,1,0.1801
3.9,7.77,9.8,12.48,16.89,23.69,27.46,4.16,18.7,14.1,74.3,39.0,1196.7,14.33,264.8,-0.0176,-0.0534,0.444,0.368,1,0,3,0,0,0.0928
3.37,5.44,9.17,13.34,18.68,26.17,45.49,4.35,24.45,27.8,65.8,38.7,1842.9,25.05,15.4,0.0331,-0.0147,0.423,0.635,3,7,1,0,0,0.4639
2.69,6.71,10.99,18.5,26.61,52.77,104.61,3.33,48.66,28.4,71.9,10.2,4118.5,42.11,68.6,-0.0195,-0.0793,0.568,0.502,0,7,4,0,1,0.9665
1.31,2.39,4.05,5.28,7.12,17.29,21.5,1.78,12.19,5.9,60.1,19.5,330.1,13.97,239.1,0.0144,0.04,0.31,0.428,5,4,2,0,0,0.0418
0.18,0.45,0.57,0.7,1.12,1.72,3.36,0.21,1.66,18.9,50.0,26.9,2202.6,28.87,35.4,0.038,0.0178,0.419,0.653,2,2,3,1,0,0.0498
0.62,1.39,2.08,3.19,3.59,7.49,14.78,0.69,6.82,26.4,80.5,12.8,794.4,19.07,349.9,0.0278,0.0544,0.339,0.559,2,6,1,0,0,0.0565
0.49,1.37,2.91,3.9,4.51,10.0,11.87,0.68,7.04,22.8,78.9,12.5,4078.3,25.21,312.6,0.067,-0.0174,0.334,0.511,3,0,3,1,0,0.0549
0.43,0.89,1.77,2.45,3.03,4.66,7.03,0.54,3.99,27.5,75.0,5.9,520.2,11.92,225.5,0.0259,0.0567,0.287,0.726,3,6,3,0,0,0.0069
5.43,14.47,19.5,29.51,40.9,61.89,92.32,7.69,52.87,12.9,90.8,43.8,1724.9,27.3,294.9,0.0014,0.002,0.67,0.491,1,1,2,1,1,0.9898
0.24,0.59,0.88,1.03,1.6,3.6,4.66,0.25,2.63,6.8,54.5,5.1,3112.2,16.34,319.5,-0.0381,0.0057,0.374,0.626,7,5,4,0,0,0.0074
0.95,1.6,3.12,4.11,6.51,8.41,12.59,1.0,7.53,18.6,65.5,8.2,2973.9,14.72,93.4,-0.0239,0.1057,0.383,0.301,8,3,2,0,0,0.0505
3.91,9.48,19.52,29.43,46.52,75.51,139.9,4.66,70.13,20.3,47.5,27.8,1804.3,18.65,305.8,0.0405,-0.0242,0.611,0.835,2,7,4,2,1,0.8737
0.09,0.22,0.29,0.35,0.55,1.04,2.0,0.11,0.95,25.3,65.4,11.6,1488.1,26.04,70.1,-0.0751,0.0614,0.388,0.686,2,5,3,1,0,0.0293
2.05,5.69,10.22,15.14,23.18,35.92,50.25,2.1,29.66,16.4,72.4,20.8,1700.1,17.38,148.8,0.0553,0.024,0.483,0.725,2,5,4,0,0,0.0809
1.41,2.95,4.84,7.76,10.6,14.13,18.36,1.6,11.83,30.3,40.6,6.1,1146.7,14.8,201.0,-0.0141,-0.0286,0.349,0.755,2,3,3,1,0,0.0259
0.67,1.49,2.51,3.64,5.23,12.38,19.43,0.83,9.78,22.5,44.6,19.6,902.1,17.7,257.0,-0.0409,-0.0658,0.351,0.693,7,4,2,0,0,0.0292
4.18,10.11,20.16,29.29,32.56,58.21,79.49,5.65,45.82,14.7,54.6,6.6,2054.6,17.46,10.9,-0.0549,-0.0517,0.409,0.766,1,4,2,2,1,0.6129
0.61,1.4,2.51,3.04,3.38,4.78,7.57,0.69,4.27,8.2,80.4,15.7,1164.4,24.92,104.6,0.0337,0.0565,0.383,0.46,0,0,3,1,0,0.0605
0.31,0.72,1.27,1.42,2.18,5.37,8.93,0.44,4.34,24.4,78.9,5.2,1243.0,15.34,219.1,-0.0007,0.0867,0.366,0.752,6,3,2,0,0,0.0142
1.93,4.04,6.38,7.34,9.42,22.38,40.65,2.76,19.05,18.2,63.1,11.1,2775.5,15.13,128.7,0.0794,0.0046,0.444,0.416,1,0,1,1,0,0.2536
0.61,1.52,2.31,3.37,4.33,6.75,11.39,0.68,6.05,23.8,58.8,4.0,4069.4,11.98,279.0,-0.0632,0.0072,0.321,0.584,3,5,2,2,0,0.0324
0.51,0.77,1.48,2.09,2.5,3.12,4.94,0.61,2.89,23.0,60.6,17.3,2555.1,25.77,234.6,-0.0289,0.0388,0.355,0.736,1,0,4,3,0,0.0349
4.01,6.84,14.47,24.16,29.71,48.18,82.22,5.95,43.0,15.9,68.8,23.3,369.5,20.5,84.4,-0.0046,0.0037,0.593,0.84,7,7,4,2,0,0.4977
0.55,1.44,1.76,2.4,3.5,4.67,6.07,0.72,3.91,9.7,85.8,3.8,363.7,34.74,52.5,-0.0376,0.055,0.236,0.813,4,2,2,0,0,0.0406
1.28,3.47,5.82,10.2,15.62,27.64,53.63,1.55,25.79,20.2,63.3,12.0,3998.4,32.44,226.5,0.0003,0.0146,0.546,0.484,6,0,2,0,1,0.8014
1.59,3.92,6.93,9.26,11.92,23.07,38.84,2.13,19.65,19.4,40.9,10.8,1283.8,21.6,162.2,0.016,0.0068,0.383,0.288,7,6,3,1,0,0.2069
1.0,1.7,2.52,3.75,5.37,6.87,12.78,1.19,6.79,17.2,46.6,30.8,432.1,18.02,60.8,0.0242,-0.035,0.286,0.656,0,0,2,0,0,0.0243
0.56,1.26,1.62,2.55,3.74,9.24,11.97,0.84,6.61,17.6,62.7,10.1,2536.0,19.1,117.5,0.0753,-0.0473,0.356,0.646,2,2,3,1,0,0.0257
8.19,15.27,20.89,34.23,46.48,85.82,147.08,8.32,74.49,11.4,94.5,13.3,2638.1,13.4,109.1,-0.0652,-0.158,0.734,0.904,3,4,2,1,0,0.9367
0.77,1.71,3.26,5.07,6.59,13.51,15.15,0.82,9.47,32.7,61.2,14.7,2741.3,12.06,38.9,0.0169,0.0617,0.311,0.467,4,1,1,1,0,0.0548
0.05,0.1,0.14,0.16,0.23,0.35,0.43,0.08,0.27,23.1,63.5,6.2,1159.7,11.07,196.9,-0.0323,-0.0073,0.303,0.479,1,2,1,1,0,0.023
0.55,0.93,1.49,2.35,3.25,6.43,7.85,0.78,4.71,13.4,51.8,2.3,112.7,17.2,274.9,0.0215,-0.02,0.361,0.855,6,3,2,1,0,0.0202
1.32,2.32,2.82,3.1,3.91,7.12,13.52,1.68,6.53,21.6,56.9,10.6,4054.8,3.31,207.2,0.0216,-0.0976,0.363,0.452,1,7,1,0,0,0.0161
0.02,0.05,0.07,0.09,0.12,0.27,0.41,0.02,0.21,13.5,77.5,6.8,1091.2,41.26,297.5,-0.0493,-0.032,0.366,0.708,5,0,5,2,0,0.0479
5.21,8.2,16.54,23.73,28.46,42.16,72.17,7.05,38.54,18.5,87.2,16.9,2855.5,47.51,45.9,-0.0451,-0.0386,0.589,0.748,2,0,3,0,1,0.9846
0.05,0.07,0.13,0.18,0.24,0.29,0.58,0.05,0.3,20.8,24.8,2.9,2982.5,10.36,156.8,0.0256,-0.0397,0.352,0.484,2,2,1,2,1,0.0328
1.24,2.17,2.82,3.62,5.67,8.14,15.35,1.39,7.86,25.6,72.2,29.2,2581.5,47.12,219.4,0.0012,0.0166,0.351,0.853,2,2,2,0,1,0.2861
0.09,0.21,0.27,0.46,0.59,0.87,1.44,0.13,0.78,10.2,62.4,30.9,1348.6,10.45,243.4,-0.011,0.0061,0.437,0.178,0,2,2,1,0,0.0351
2.82,4.56,9.68,17.38,24.95,44.19,58.84,3.81,34.49,13.3,74.1,19.6,1175.0,19.16,250.5,0.0329,-0.0681,0.502,0.725,1,1,3,0,0,0.2174
3.62,7.87,12.37,19.33,29.21,49.36,61.26,4.6,37.88,20.5,57.2,20.5,2530.3,23.43,262.4,0.0366,-0.0649,0.453,0.874,2,2,4,2,1,0.3168
1.43,3.48,6.85,8.13,12.86,20.03,34.32,1.55,18.09,14.6,88.9,10.6,3644.3,20.08,234.5,-0.0265,-0.065,0.4,0.432,2,5,2,2,0,0.2656
0.2,0.45,0.73,0.9,1.35,2.13,3.0,0.29,1.76,19.6,50.3,4.4,3978.9,13.95,33.9,-0.0426,0.0905,0.292,0.385,3,0,2,3,0,0.0507
3.51,8.76,11.6,12.79,14.68,21.53,31.91,3.63,18.5,3.0,53.9,8.3,489.5,13.57,250.3,-0.0631,0.0746,0.438,0.426,2,0,2,0,0,0.1106
7.18,15.62,26.95,36.57,41.56,54.02,92.28,9.54,51.12,11.3,81.6,5.3,692.5,29.04,260.9,0.0017,-0.0426,0.544,0.772,2,3,2,1,1,0.9509
3.17,5.13,6.66,11.15,16.26,35.9,65.44,4.36,31.02,25.3,74.4,12.3,3970.7,35.27,357.7,-0.0712,-0.0988,0.447,0.791,6,0,1,1,1,0.8269
0.94,2.22,4.57,5.78,8.47,10.55,16.89,1.07,9.83,22.4,66.4,5.9,3106.6,6.17,249.6,0.005,0.0064,0.356,0.603,4,3,3,1,0,0.0147
0.82,1.58,1.98,2.73,4.21,8.47,15.86,1.14,7.56,13.9,50.7,2.9,3714.4,21.82,247.3,0.0608,0.0023,0.416,0.556,0,1,5,0,0,0.0146
1.35,2.93,5.57,9.84,14.7,34.11,63.38,1.37,29.52,14.3,60.0,14.1,890.9,26.14,185.3,-0.0177,0.0158,0.478,0.756,4,1,4,0,0,0.1262
0.91,2.55,5.55,8.16,11.39,19.23,30.72,1.34,16.47,32.3,68.9,15.7,2488.5,21.01,312.5,-0.0268,0.0371,0.454,0.862,8,2,4,0,0,0.0262
25.05,46.52,97.04,170.59,247.43,491.39,577.24,29.82,353.76,27.5,97.2,20.5,2959.7,8.14,358.9,0.0999,0.0226,0.95,0.424,6,1,2,1,1,1.0
26.33,67.59,142.37,161.58,227.26,457.66,786.54,37.36,390.59,14.3,78.5,14.9,2872.5,25.06,280.5,0.0755,-0.0558,0.95,0.446,4,4,3,1,1,1.0
0.32,0.71,1.03,1.62,2.51,3.41,4.91,0.37,2.96,22.2,45.0,5.9,1743.8,32.8,220.5,-0.0382,0.0147,0.193,0.711,3,6,4,1,0,0.0186
8.3,22.33,37.23,44.37,58.82,87.56,157.75,11.23,81.91,10.6,94.0,11.9,113.9,11.87,28.4,0.007,0.0427,0.795,0.52,1,2,1,1,1,0.9964
3.32,8.92,12.76,14.3,17.03,25.05,29.22,4.27,19.53,12.3,50.9,18.5,2469.1,13.86,261.6,0.0164,-0.0362,0.419,0.444,3,2,4,2,0,0.098
1.13,2.74,5.18,6.66,7.95,10.69,16.14,1.38,9.49,14.1,67.9,37.5,1100.4,21.22,255.1,0.0102,0.015,0.356,0.619,3,0,1,1,0,0.119
0.44,0.83,1.54,1.71,1.9,3.92,5.79,0.65,3.09,14.7,41.1,17.9,1918.6,18.29,279.2,0.0907,-0.0276,0.285,0.611,1,3,5,1,0,0.0076
0.03,0.09,0.13,0.16,0.24,0.44,0.56,0.05,0.33,21.9,50.8,6.3,4024.0,13.9,44.8,0.0044,0.0998,0.392,0.912,1,2,1,0,0,0.0108
14.31,37.0,59.55,73.88,102.83,173.32,276.79,15.23,148.52,13.5,79.9,10.7,1706.0,9.33,235.3,0.0119,-0.0663,0.95,0.657,2,0,2,1,1,1.0
1.21,3.33,5.27,9.47,12.61,29.31,46.21,1.8,23.29,12.2,65.0,25.3,3535.2,14.58,106.5,0.0344,0.0578,0.451,0.678,3,0,1,4,1,0.3748
1.76,4.87,9.23,10.54,15.51,37.73,57.74,2.18,29.3,12.2,38.7,9.9,832.4,4.64,273.7,0.0595,-0.0835,0.488,0.78,1,0,1,1,1,0.0872
4.53,9.4,11.45,20.22,25.44,46.74,65.31,5.98,36.91,11.9,84.3,26.6,2840.7,26.38,86.5,0.0468,0.0897,0.542,0.701,2,0,4,0,0,0.3776
0.9,1.47,3.12,4.26,6.24,14.34,27.62,0.95,12.68,26.4,90.1,11.2,4104.6,12.68,246.2,0.0269,-0.0571,0.501,0.798,5,3,1,1,0,0.0579
1.67,3.61,4.85,7.17,10.97,26.19,47.36,2.5,22.22,8.1,59.4,11.9,472.9,28.62,106.2,-0.0779,0.0095,0.521,0.48,1,6,4,0,1,0.2255
76.11,126.18,191.18,214.79,302.46,485.05,902.37,94.23,452.72,7.4,96.0,20.0,84.5,16.79,3.2,-0.0244,-0.0815,0.95,0.399,7,4,5,0,1,1.0
0.23,0.48,0.6,0.66,1.05,1.29,1.75,0.28,1.13,26.5,75.1,2.1,1849.4,20.55,228.0,0.041,-0.0675,0.342,0.779,2,2,5,0,0,0.0043
7.64,16.92,27.73,35.25,51.72,110.84,217.62,8.79,100.22,11.3,93.3,19.0,434.4,6.93,40.8,0.0125,0.0449,0.859,0.56,0,2,4,1,1,0.9763
1.33,2.98,5.78,9.14,12.05,19.14,26.67,1.58,15.67,25.8,55.5,18.4,3155.8,27.42,237.3,0.0413,0.0514,0.367,0.653,0,1,5,1,0,0.0457
6.26,9.46,18.77,29.77,42.04,51.73,61.71,8.65,43.08,20.7,60.1,4.9,3845.4,61.83,333.2,0.0944,0.012,0.435,0.879,1,3,1,0,1,0.9995
1.26,3.3,5.15,7.77,9.02,15.52,28.52,1.32,14.17,23.0,55.3,12.9,1851.2,15.4,348.9,-0.0588,0.0371,0.379,0.405,1,1,5,0,0,0.0192
3.89,8.14,12.88,18.35,28.56,52.17,59.14,4.43,37.82,9.4,84.4,5.8,1123.7,20.34,84.9,0.0569,0.0522,0.532,0.567,4,0,1,2,1,0.8351
2.32,5.62,8.66,10.98,15.65,26.8,52.91,2.72,25.4,26.2,62.1,4.8,1852.8,21.74,291.3,-0.0165,-0.0342,0.453,0.755,3,3,1,0,0,0.2879
3.44,5.66,8.03,13.54,17.67,27.54,33.14,3.87,21.36,17.6,53.7,11.8,3052.3,8.58,127.3,0.0468,-0.0699,0.414,0.429,5,1,1,1,0,0.1593
2.92,7.21,13.81,20.73,31.65,73.26,89.78,3.23,51.84,15.6,50.6,22.8,87.6,10.09,324.2,-0.0021,-0.0007,0.557,0.808,2,0,3,1,1,0.3143
1.17,2.43,5.08,6.82,7.71,14.35,16.11,1.76,10.31,21.7,54.0,20.1,2496.2,25.35,283.5,0.1064,-0.0289,0.242,0.847,2,0,1,1,0,0.0728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,76.3,21.4,2595.2,11.87,26.6,0.0065,0.0194,0.334,0.638,1,1,2,2,0,0.0174
0.91,2.46,4.73,7.38,10.87,17.8,23.3,1.01,14.08,13.1,63.9,21.8,2696.4,16.71,146.6,-0.032,0.0274,0.453,0.452,2,2,3,0,0,0.0526
0.37,0.91,1.54,1.9,2.76,4.4,7.99,0.54,4.07,26.8,84.3,6.0,1054.4,20.57,121.4,0.021,-0.0341,0.487,0.43,3,1,2,2,0,0.1404
1.88,4.32,5.74,8.42,9.33,20.91,23.21,2.25,14.29,11.2,32.4,4.2,3013.3,25.83,282.7,0.0162,0.0352,0.251,0.585,2,0,1,1,0,0.1801
2.62,6.33,10.84,15.22,18.47,43.97,82.17,2.72,38.0,4.2,97.4,8.9,429.3,17.22,147.7,0.0569,0.0327,0.652,0.661,6,0,3,3,1,0.5575
0.96,2.37,3.47,4.31,6.59,14.15,19.42,1.25,10.7,21.0,65.1,6.9,877.0,17.48,246.5,0.0224,0.0362,0.39,0.605,3,0,2,0,0,0.0424
12.36,26.6,49.72,81.83,100.63,165.09,313.77,15.64,154.93,22.9,91.2,26.7,3691.5,56.74,216.9,0.1238,-0.0204,0.95,0.471,4,6,3,0,1,1.0
0.95,2.46,4.06,5.77,7.73,18.71,27.61,1.17,14.28,18.8,82.8,9.7,3115.7,31.05,351.2,-0.0056,0.039,0.356,0.613,3,1,3,1,0,0.1333
0.75,1.66,3.12,3.48,5.55,12.05,20.91,0.82,10.19,14.3,57.5,20.8,107.0,15.64,337.6,-0.005,0.026,0.377,0.816,1,0,5,1,0,0.0091
7.26,16.85,28.33,41.15,57.55,114.87,141.48,10.01,84.23,8.0,93.3,21.2,1080.8,17.59,154.0,-0.0302,0.032,0.752,0.586,3,3,4,1,1,0.977
1.68,3.44,6.75,8.41,11.59,21.73,34.52,2.12,18.12,21.1,39.8,4.3,939.8,45.65,260.5,0.0043,0.0839,0.442,0.754,1,0,1,1,1,0.9071
